,tissue_class,tissue_type,original_name,source,Lineage,Cell_Category,cell_fine_category,source,target,Genetype,Sex
2409,Bone marrow,Bone marrow,Dendritic cell progenitor,Dendritic cell progenitor,Hematopoietic,Stem-Progenitor Cell,Myeloid,Stem-Progenitor cell,IL3RA,protein_coding,Both
2410,Bone marrow,Bone marrow,Dendritic cell progenitor,Dendritic cell progenitor,Hematopoietic,Stem-Progenitor Cell,Myeloid,Stem-Progenitor cell,SIGLEC6,protein_coding,Both
2411,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CD34,protein_coding,Both
2412,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,FLT1,protein_coding,Both
2413,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,CXCR4,protein_coding,Both
2414,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,PLVAP,protein_coding,Both
2415,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,S1PR1,protein_coding,Both
2416,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,S1PR3,protein_coding,Both
2417,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,KIT,protein_coding,Both
2418,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,MCAM,protein_coding,Both
2419,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,PECAM1,protein_coding,Both
2420,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,SELE,protein_coding,Both
2421,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,SELP,protein_coding,Both
2422,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,TEK,protein_coding,Both
2423,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,VCAM1,protein_coding,Both
2424,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,S1PR4,protein_coding,Both
2425,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,S1PR2,protein_coding,Both
2426,Bone marrow,Bone marrow,Endothelial cell,Endothelial cell,Mesoderm,Endothelial cell,Endothelial cell,Normal cell,S1PR5,protein_coding,Both
2427,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,ALDH1A1,protein_coding,Both
2428,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,BMI1,protein_coding,Both
2429,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,CD33,protein_coding,Both
2430,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,CD34,protein_coding,Both
2431,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,CD38,protein_coding,Both
2432,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,CD44,protein_coding,Both
2433,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,CD48,protein_coding,Both
2434,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,FLT3,protein_coding,Both
2435,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,GATA2,protein_coding,Both
2436,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,GFI1,protein_coding,Both
2437,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,MCL1,protein_coding,Both
2438,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,MYB,protein_coding,Both
2439,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,PTEN,protein_coding,Both
2440,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,SPI1,protein_coding,Both
2441,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,CXCR4,protein_coding,Both
2442,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,ABCG2,protein_coding,Both
2443,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,CD93,protein_coding,Both
2444,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,CD244,protein_coding,Both
2445,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,CDCP1,protein_coding,Both
2446,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,ESAM,protein_coding,Both
2447,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,CASP3,protein_coding,Both
2448,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,MECOM,protein_coding,Both
2449,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,IL7R,protein_coding,Both
2450,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,ITGA6,protein_coding,Both
2451,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,ITGA2B,protein_coding,Both
2452,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,KDR,protein_coding,Both
2453,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,KIT,protein_coding,Both
2454,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,KITLG,protein_coding,Both
2455,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,MPL,protein_coding,Both
2456,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,MYC,protein_coding,Both
2457,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,NGFR,protein_coding,Both
2458,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,PECAM1,protein_coding,Both
2459,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,ABCB1,protein_coding,Both
2460,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,PTPRC,protein_coding,Both
2461,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,NECTIN1,protein_coding,Both
2462,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,SLAMF1,protein_coding,Both
2463,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,THY1,protein_coding,Both
2464,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,VCAM1,protein_coding,Both
2465,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,ZBTB16,protein_coding,Both
2466,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,PROM1,protein_coding,Both
2467,Bone marrow,Bone marrow,Hematopoietic stem cell,Hematopoietic stem cell,Hematopoietic,Stem-Progenitor Cell,Hematopoietic stem cell,Stem-Progenitor Cell,PROCR,protein_coding,Both
2468,Bone marrow,Bone marrow,Langerhans cell,Langerhans cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD207,protein_coding,Both
2469,Bone marrow,Bone marrow,Langerhans cell,Langerhans cell,Hematopoietic,Immune cell,Myeloid,Normal cell,TACSTD2,protein_coding,Both
2470,Bone marrow,Bone marrow,Macrophage,Macrophage,Hematopoietic,Immune cell,Myeloid,Normal cell,CD86,protein_coding,Both
2471,Bone marrow,Bone marrow,Macrophage,Macrophage,Hematopoietic,Immune cell,Myeloid,Normal cell,CD68,protein_coding,Both
2472,Bone marrow,Bone marrow,Mast cell,Mast cell,Hematopoietic,Immune cell,Myeloid,Normal cell,IL2RA,protein_coding,Both
2473,Bone marrow,Bone marrow,Mast cell,Mast cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD2,protein_coding,Both
2474,Bone marrow,Bone marrow,Mature osteoblast,Osteoblast,Mesoderm,Mesenchymal cell,Osteoblast,Normal cell,SPP1,protein_coding,Both
2475,Bone marrow,Bone marrow,Mature osteoblast,Osteoblast,Mesoderm,Mesenchymal cell,Osteoblast,Normal cell,BGLAP,protein_coding,Both
2476,Bone marrow,Bone marrow,Memory B cell,B cell,Hematopoietic,Immune cell,Lymphoid,Normal cell,CEACAM21,protein_coding,Both
2477,Bone marrow,Bone marrow,Memory B cell,B cell,Hematopoietic,Immune cell,Lymphoid,Normal cell,CR2,protein_coding,Both
2478,Bone marrow,Bone marrow,Memory B cell,B cell,Hematopoietic,Immune cell,Lymphoid,Normal cell,CCR2,protein_coding,Both
2479,Bone marrow,Bone marrow,Memory T cell,T cell,Hematopoietic,Immune cell,Lymphoid,Normal cell,CD69,protein_coding,Both
2480,Bone marrow,Bone marrow,Memory T cell,T cell,Hematopoietic,Immune cell,Lymphoid,Normal cell,ITGAE,protein_coding,Both
2481,Bone marrow,Bone marrow,Mesenchymal stem cell,Mesenchymal stem cell,Mesoderm,Stem-Progenitor Cell,Mesenchymal,Stem-Progenitor Cell,CD44,protein_coding,Both
2482,Bone marrow,Bone marrow,Mesenchymal stem cell,Mesenchymal stem cell,Mesoderm,Stem-Progenitor Cell,Mesenchymal,Stem-Progenitor Cell,ITGB1,protein_coding,Both
2483,Bone marrow,Bone marrow,Mesenchymal stem cell,Mesenchymal stem cell,Mesoderm,Stem-Progenitor Cell,Mesenchymal,Stem-Progenitor Cell,THY1,protein_coding,Both
2484,Bone marrow,Bone marrow,Mesenchymal stem cell,Mesenchymal stem cell,Mesoderm,Stem-Progenitor Cell,Mesenchymal,Stem-Progenitor Cell,PTPRC,protein_coding,Both
2485,Bone marrow,Bone marrow,Mesenchymal stem cell,Mesenchymal stem cell,Mesoderm,Stem-Progenitor Cell,Mesenchymal,Stem-Progenitor Cell,CD34,protein_coding,Both
2486,Bone marrow,Bone marrow,Mesenchymal stem cell,Mesenchymal stem cell,Mesoderm,Stem-Progenitor Cell,Mesenchymal,Stem-Progenitor Cell,ANPEP,protein_coding,Both
2487,Bone marrow,Bone marrow,Mesenchymal stem cell,Mesenchymal stem cell,Mesoderm,Stem-Progenitor Cell,Mesenchymal,Stem-Progenitor Cell,MCAM,protein_coding,Both
2488,Bone marrow,Bone marrow,Mesenchymal stem cell,Mesenchymal stem cell,Mesoderm,Stem-Progenitor Cell,Mesenchymal,Stem-Progenitor Cell,CXCR4,protein_coding,Both
2489,Bone marrow,Bone marrow,Mesenchymal stem cell,Mesenchymal stem cell,Mesoderm,Stem-Progenitor Cell,Mesenchymal,Stem-Progenitor Cell,NGFR,protein_coding,Both
2490,Bone marrow,Bone marrow,Mesenchymal stem cell,Mesenchymal stem cell,Mesoderm,Stem-Progenitor Cell,Mesenchymal,Stem-Progenitor Cell,NT5E,protein_coding,Both
2491,Bone marrow,Bone marrow,Mesenchymal stem cell,Mesenchymal stem cell,Mesoderm,Stem-Progenitor Cell,Mesenchymal,Stem-Progenitor Cell,ISLR,protein_coding,Both
2492,Bone marrow,Bone marrow,Mesenchymal stromal cell,Mesenchymal cell,Mesoderm,Mesenchymal cell,Mesenchymal cell,Normal cell,THY1,protein_coding,Both
2493,Bone marrow,Bone marrow,Mesenchymal stromal cell,Mesenchymal cell,Mesoderm,Mesenchymal cell,Mesenchymal cell,Normal cell,ISLR,protein_coding,Both
2494,Bone marrow,Bone marrow,Mesenchymal stromal cell,Mesenchymal cell,Mesoderm,Mesenchymal cell,Mesenchymal cell,Normal cell,NT5E,protein_coding,Both
2495,Bone marrow,Bone marrow,Monocyte,Monocyte,Hematopoietic,Immune cell,Myeloid,Normal cell,S100A12,protein_coding,Both
2496,Bone marrow,Bone marrow,Monocyte derived dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,SIRPA,protein_coding,Both
2497,Bone marrow,Bone marrow,Monocyte derived dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,S100A8,protein_coding,Both
2498,Bone marrow,Bone marrow,Monocyte derived dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,MRC1,protein_coding,Both
2499,Bone marrow,Bone marrow,Monocyte derived dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,S100A9,protein_coding,Both
2500,Bone marrow,Bone marrow,Monocyte derived dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD209,protein_coding,Both
2501,Bone marrow,Bone marrow,Monocyte Myeloid-derived suppressor cell (M-MDSC),Myeloid derived suppressor cell (MDSC),Hematopoietic,Immune cell,Myeloid,Immunosuppressive,CD33,protein_coding,Both
2502,Bone marrow,Bone marrow,Monocyte Myeloid-derived suppressor cell (M-MDSC),Myeloid derived suppressor cell (MDSC),Hematopoietic,Immune cell,Myeloid,Immunosuppressive,CD14,protein_coding,Both
2503,Bone marrow,Bone marrow,Monocyte-derived dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD14,protein_coding,Both
2504,Bone marrow,Bone marrow,Monocyte-derived dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,FCGR1A,protein_coding,Both
2505,Bone marrow,Bone marrow,Monocyte-derived macrophage,Macrophage,Hematopoietic,Immune cell,Myeloid,Normal cell,FCGR1A,protein_coding,Both
2506,Bone marrow,Bone marrow,Monocyte-derived macrophage,Macrophage,Hematopoietic,Immune cell,Myeloid,Normal cell,CD14,protein_coding,Both
2507,Bone marrow,Bone marrow,Monocyte-derived macrophage,Macrophage,Hematopoietic,Immune cell,Myeloid,Normal cell,CD163,protein_coding,Both
2508,Bone marrow,Bone marrow,Myeloid  stem cell,Myeloid stem cell,Hematopoietic,Stem-Progenitor Cell,Myeloid progenitor,Stem-Progenitor Cell,CD164,protein_coding,Both
2509,Bone marrow,Bone marrow,Myeloid conventional dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD2,protein_coding,Both
2510,Bone marrow,Bone marrow,Myeloid conventional dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CLEC10A,protein_coding,Both
2511,Bone marrow,Bone marrow,Myeloid conventional dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,BTLA,protein_coding,Both
2512,Bone marrow,Bone marrow,Myeloid conventional dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CLEC4A,protein_coding,Both
2513,Bone marrow,Bone marrow,Myeloid conventional dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CADM1,protein_coding,Both
2514,Bone marrow,Bone marrow,Myeloid conventional dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,LILRA2,protein_coding,Both
2515,Bone marrow,Bone marrow,Myeloid conventional dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD226,protein_coding,Both
2516,Bone marrow,Bone marrow,Myeloid conventional dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,DPP4,protein_coding,Both
2517,Bone marrow,Bone marrow,Neutrophil,Neutrophil,Hematopoietic,Immune cell,Myeloid,Normal cell,FCGR3A,protein_coding,Both
2518,Bone marrow,Bone marrow,Neutrophil,Neutrophil,Hematopoietic,Immune cell,Myeloid,Normal cell,FUT4,protein_coding,Both
2519,Bone marrow,Bone marrow,Non-classical monocyte,Monocyte,Hematopoietic,Immune cell,Myeloid,Normal cell,CX3CR1,protein_coding,Both
2520,Bone marrow,Bone marrow,Non-classical monocyte,Monocyte,Hematopoietic,Immune cell,Myeloid,Normal cell,SECISBP2L,protein_coding,Both
2521,Bone marrow,Bone marrow,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,LILRB4,protein_coding,Both
2522,Bone marrow,Bone marrow,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,NRP1,protein_coding,Both
2523,Bone marrow,Bone marrow,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CLEC4C,protein_coding,Both
2524,Bone marrow,Bone marrow,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,TNFRSF21,protein_coding,Both
2525,Bone marrow,Bone marrow,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,LILRA4,protein_coding,Both
2526,Bone marrow,Bone marrow,Plasmacytoid dendritic cell,Plasmacytoid dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,IL3RA,protein_coding,Both
2527,Bone marrow,Bone marrow,Polymorphonuclear myeloid-derived suppressor cell,Myeloid derived suppressor cell (MDSC),Hematopoietic,Immune cell,Myeloid,Immunosuppressive,FUT4,protein_coding,Both
2528,Bone marrow,Bone marrow,Pre-conventional dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD33,protein_coding,Both
