,tissue_class,tissue_type,cancer_type,cell_type,cell_state,full_cell_name,marker,Symbol,Genetype,sex
6586,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,PROX2,PROX2,protein_coding,Both
6587,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,PSPN,PSPN,protein_coding,Both
6588,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,PTGDR2,PTGDR2,protein_coding,Both
6589,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,PWRN1,PWRN1,lncRNA,Both
6590,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,QPRT,QPRT,protein_coding,Both
6591,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,RNF103,RNF103,protein_coding,Both
6592,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,RNF213,RNF213,protein_coding,Both
6593,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,RNPEPL1,RNPEPL1,protein_coding,Both
6594,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,RPGRIP1L,RPGRIP1L,protein_coding,Both
6595,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,RPL7P52,RPL7P52,processed_pseudogene,Both
6596,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,S100A8,S100A8,protein_coding,Both
6597,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,SGMS1-AS1,SGMS1-AS1,lncRNA,Both
6598,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,SIGLEC17P,SIGLEC17P,transcribed_unprocessed_pseudogene,Both
6599,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,SLC22A17,SLC22A17,protein_coding,Both
6600,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,SNX10,SNX10,protein_coding,Both
6601,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,SSC4D,SSC4D,protein_coding,Both
6602,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,ST3GAL5,ST3GAL5,protein_coding,Both
6603,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,STK32B,STK32B,protein_coding,Both
6604,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,STXBP5L,STXBP5L,protein_coding,Both
6605,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,TARBP1,TARBP1,protein_coding,Both
6606,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,TRBV29-1,TRBV29-1,TR_V_gene,Both
6607,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,TREML1,TREML1,protein_coding,Both
6608,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,TRPM2,TRPM2,protein_coding,Both
6609,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,USP2,USP2,protein_coding,Both
6610,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,VPS54,VPS54,protein_coding,Both
6611,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,ZFP36L2,ZFP36L2,protein_coding,Both
6612,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,ZKSCAN8,ZKSCAN8,protein_coding,Both
6613,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,ZNF367,ZNF367,protein_coding,Both
6614,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Lymphoid-primed multipotent progenitor cell(LMPP),Lymphoid progenitor cell,ZSWIM1,ZSWIM1,protein_coding,Both
6615,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AARS2,AARS2,protein_coding,Both
6616,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AARSD1,AARSD1,protein_coding,Both
6617,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ABCA7,ABCA7,protein_coding,Both
6618,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ABCA9,ABCA9,protein_coding,Both
6619,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ABCG2,ABCG2,protein_coding,Both
6620,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ACAP1,ACAP1,protein_coding,Both
6621,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ACIN1,ACIN1,protein_coding,Both
6622,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ADAMTS6,ADAMTS6,protein_coding,Both
6623,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ADAP1,ADAP1,protein_coding,Both
6624,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ADGRE1,ADGRE1,protein_coding,Both
6625,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ADGRL1,ADGRL1,protein_coding,Both
6626,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AFF1,AFF1,protein_coding,Both
6627,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AFF3,AFF3,protein_coding,Both
6628,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AGAP6,AGAP6,protein_coding,Both
6629,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AGER,AGER,protein_coding,Both
6630,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AIF1,AIF1,protein_coding,Both
6631,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AKAP17A,AKAP17A,protein_coding,Both
6632,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AKAP7,AKAP7,protein_coding,Both
6633,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AKAP8,AKAP8,protein_coding,Both
6634,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ALOX12P2,ALOX12P2,transcribed_unprocessed_pseudogene,Both
6635,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AMHR2,AMHR2,protein_coding,Both
6636,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AMN1,AMN1,protein_coding,Both
6637,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AMPD2,AMPD2,protein_coding,Both
6638,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AMPH,AMPH,protein_coding,Both
6639,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3,protein_coding,Both
6640,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ANKRD11,ANKRD11,protein_coding,Both
6641,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ANKRD13D,ANKRD13D,protein_coding,Both
6642,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ANKS3,ANKS3,protein_coding,Both
6643,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AP2A2,AP2A2,protein_coding,Both
6644,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ARHGAP24,ARHGAP24,protein_coding,Both
6645,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ARHGAP4,ARHGAP4,protein_coding,Both
6646,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,HMHA1,ARHGAP45,protein_coding,Both
6647,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ARHGAP9,ARHGAP9,protein_coding,Both
6648,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ARHGEF1,ARHGEF1,protein_coding,Both
6649,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ARHGEF2,ARHGEF2,protein_coding,Both
6650,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ARHGEF7,ARHGEF7,protein_coding,Both
6651,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ARID5B,ARID5B,protein_coding,Both
6652,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,C10orf76,ARMH3,protein_coding,Both
6653,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ARNT2,ARNT2,protein_coding,Both
6654,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ARPP21,ARPP21,protein_coding,Both
6655,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ARRB2,ARRB2,protein_coding,Both
6656,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ATAD3B,ATAD3B,protein_coding,Both
6657,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ATF7IP2,ATF7IP2,protein_coding,Both
6658,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ATM,ATM,protein_coding,Both
6659,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ATN1,ATN1,protein_coding,Both
6660,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ATP10A,ATP10A,protein_coding,Both
6661,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ATP11A-AS1,ATP11A-AS1,lncRNA,Both
6662,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ATP13A4,ATP13A4,protein_coding,Both
6663,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,ATP9A,ATP9A,protein_coding,Both
6664,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AUTS2,AUTS2,protein_coding,Both
6665,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,AVIL,AVIL,protein_coding,Both
6666,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,BASP1,BASP1,protein_coding,Both
6667,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,BCAS4,BCAS4,protein_coding,Both
6668,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,BCL2A1,BCL2A1,protein_coding,Both
6669,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,BCL6,BCL6,protein_coding,Both
6670,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,BDP1,BDP1,protein_coding,Both
6671,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,BMF,BMF,protein_coding,Both
6672,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,BRF1,BRF1,protein_coding,Both
6673,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,BTG1,BTG1,protein_coding,Both
6674,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,BTN2A1,BTN2A1,protein_coding,Both
6675,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,BTN3A1,BTN3A1,protein_coding,Both
6676,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,C15orf39,C15orf39,protein_coding,Both
6677,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,C16orf74,C16orf74,protein_coding,Both
6678,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,C2CD2L,C2CD2L,protein_coding,Both
6679,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,C5AR1,C5AR1,protein_coding,Both
6680,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CABLES2,CABLES2,protein_coding,Both
6681,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CABP4,CABP4,protein_coding,Both
6682,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CACNA1C,CACNA1C,protein_coding,Both
6683,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CADM2,CADM2,protein_coding,Both
6684,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CAMK2G,CAMK2G,protein_coding,Both
6685,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CAMK4,CAMK4,protein_coding,Both
6686,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CASZ1,CASZ1,protein_coding,Both
6687,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CAV1,CAV1,protein_coding,Both
6688,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CBX4,CBX4,protein_coding,Both
6689,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CBX7,CBX7,protein_coding,Both
6690,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CCDC144CP,CCDC144CP,transcribed_processed_pseudogene,Both
6691,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CCDC162P,CCDC162P,transcribed_unitary_pseudogene,Both
6692,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CCDC6,CCDC6,protein_coding,Both
6693,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CCDC85C,CCDC85C,protein_coding,Both
6694,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CCDC88B,CCDC88B,protein_coding,Both
6695,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CCDC92,CCDC92,protein_coding,Both
6696,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,C15orf52,CCDC9B,protein_coding,Both
6697,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CCHCR1,CCHCR1,protein_coding,Both
6698,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CCZ1,CCZ1,protein_coding,Both
6699,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CD37,CD37,protein_coding,Both
6700,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CD6,CD6,protein_coding,Both
6701,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CD79A,CD79A,protein_coding,Both
6702,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CDH9,CDH9,protein_coding,Both
6703,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CDKN2D,CDKN2D,protein_coding,Both
6704,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CDYL,CDYL,protein_coding,Both
6705,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CELF1,CELF1,protein_coding,Both
6706,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,WDR66,CFAP251,protein_coding,Both
6707,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CHD3,CHD3,protein_coding,Both
6708,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CHRM3,CHRM3,protein_coding,Both
6709,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CHRNA3,CHRNA3,protein_coding,Both
6710,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CIR1,CIR1,protein_coding,Both
6711,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CIRBP,CIRBP,protein_coding,Both
6712,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CLEC4A,CLEC4A,protein_coding,Both
6713,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CLN3,CLN3,protein_coding,Both
6714,Blood,Umbilical cord blood,Normal cell,Progenitor cell,Multilymphoid progenitor cell,Lymphoid progenitor cell,CMC2,CMC2,protein_coding,Both
