,tissue_class,tissue_type,cancer_type,cell_type,cell_state,full_cell_name,marker,Symbol,Genetype,sex,,,,,
370,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,HLA-DRB5,HLA-DRB5,protein_coding,Both,,,,,
371,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,HLA-E,HLA-E,protein_coding,Both,,,,,
372,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,HMGB3,HMGB3,protein_coding,Both,,,,,
373,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,HOXB6,HOXB6,protein_coding,Both,,,,,
374,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,HRK,HRK,protein_coding,Both,,,,,
375,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,HSH2D,HSH2D,protein_coding,Both,,,,,
376,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,HSP90AB1,HSP90AB1,protein_coding,Both,,,,,
378,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,HSPA13,HSPA13,protein_coding,Both,,,,,
379,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,HVCN1,HVCN1,protein_coding,Both,,,,,
380,Blood,Peripheral blood,Normal cell,Immune cell,B cell,B cell,MZB1,MZB1,protein_coding,Both,,,,,
381,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,HYI,HYI,protein_coding,Both,,,,,
382,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IARS,IARS1,protein_coding,Both,,,,,
383,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,ID3,ID3,protein_coding,Both,,,,,
384,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IFI27L1,IFI27L1,protein_coding,Both,,,,,
385,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IFNG-AS1,IFNG-AS1,lncRNA,Both,,,,,
386,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IFNGR2,IFNGR2,protein_coding,Both,,,,,
387,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IFRD2,IFRD2,protein_coding,Both,,,,,
388,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IFT57,IFT57,protein_coding,Both,,,,,
390,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGF1,IGF1,protein_coding,Both,,,,,
391,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGFBP4,IGFBP4,protein_coding,Both,,,,,
392,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGHE,IGHE,IG_C_gene,Both,,,,,
393,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGHV3-15,IGHV3-15,IG_V_gene,Both,,,,,
394,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,IGHV3-23,IGHV3-23,IG_V_gene,Both,,,,,
396,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGHV3-7,IGHV3-7,IG_V_gene,Both,,,,,
398,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGHV6-1,IGHV6-1,IG_V_gene,Both,,,,,
399,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGKV1-12,IGKV1-12,IG_V_gene,Both,,,,,
400,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGKV1-5,IGKV1-5,IG_V_gene,Both,,,,,
402,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGKV3-20,IGKV3-20,IG_V_gene,Both,,,,,
403,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGKV3D-11,IGKV3D-11,IG_V_gene,Both,,,,,
404,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGKV3D-20,IGKV3D-20,IG_V_gene,Both,,,,,
405,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGKV4-1,IGKV4-1,IG_V_gene,Both,,,,,
406,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,IGLC2,IGLC2,IG_C_gene,Both,,,,,
407,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGLC3,IGLC3,IG_C_gene,Both,,,,,
408,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,IGLC7,IGLC7,IG_C_gene,Both,,,,,
409,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGLV3-1,IGLV3-1,IG_V_gene,Both,,,,,
410,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGLV4-69,IGLV4-69,IG_V_gene,Both,,,,,
411,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGLV6-57,IGLV6-57,IG_V_gene,Both,,,,,
412,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IGLV7-43,IGLV7-43,IG_V_gene,Both,,,,,
413,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,IL12A,IL12A,protein_coding,Both,,,,,
414,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IL13RA1,IL13RA1,protein_coding,Both,,,,,
416,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,IL6,IL6,protein_coding,Both,,,,,
417,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,IL7,IL7,protein_coding,Both,,,,,
418,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,ING5,ING5,protein_coding,Both,,,,,
419,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,INPP5D,INPP5D,protein_coding,Both,,,,,
420,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,INTU,INTU,protein_coding,Both,,,,,
421,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LRMP,IRAG2,protein_coding,Both,,,,,
422,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,IRF8,IRF8,protein_coding,Both,,,,,
423,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,ISG20,ISG20,protein_coding,Both,,,,,
424,Kidney,Kidney,Normal cell,Epithelial cell,Descending thin limb cell,Renal epithelial cell,ITGB6,ITGB6,protein_coding,Both,,,,,
426,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,ITM2C,ITM2C,protein_coding,Both,,,,,
427,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,ITSN2,ITSN2,protein_coding,Both,,,,,
428,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,JADE3,JADE3,protein_coding,Both,,,,,
429,Blood,Peripheral blood,Normal cell,Immune cell,Germinal center B cell,B cell,NEIL1,NEIL1,protein_coding,Both,,,,,
430,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,JUP,JUP,protein_coding,Both,,,,,
431,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,KCNK5,KCNK5,protein_coding,Both,,,,,
436,Blood,Peripheral blood,Normal cell,Immune cell,B cell,B cell,NFKBIA,NFKBIA,protein_coding,Both,,,,,
437,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,KCNN4,KCNN4,protein_coding,Both,,,,,
438,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,KDM5D,KDM5D,protein_coding,Both,,,,,
439,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,KHDRBS2,KHDRBS2,protein_coding,Both,,,,,
441,Blood,Blood,Cancer cell,Immune cell,B cell,B cell,FCRL1,FCRL1,protein_coding,Both,,,,,
445,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,KIF12,KIF12,protein_coding,Both,,,,,
449,Blood,Peripheral blood,Normal cell,Immune cell,Circulating activated B cell,B cell,MTG,PRSS3,protein_coding,Both,,,,,
452,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,KIZ,KIZ,protein_coding,Both,,,,,
453,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,KLF13,KLF13,protein_coding,Both,,,,,
454,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,KLF2,KLF2,protein_coding,Both,,,,,
455,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,KLHL14,KLHL14,protein_coding,Both,,,,,
456,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,KLHL5,KLHL5,protein_coding,Both,,,,,
457,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LAGE3,LAGE3,protein_coding,Both,,,,,
458,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LAMC1,LAMC1,protein_coding,Both,,,,,
459,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LAMP5,LAMP5,protein_coding,Both,,,,,
460,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LARP6,LARP6,protein_coding,Both,,,,,
461,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,LCN8,LCN8,protein_coding,Both,,,,,
462,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LDHD,LDHD,protein_coding,Both,,,,,
463,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LEMD3,LEMD3,protein_coding,Both,,,,,
464,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LGALS3BP,LGALS3BP,protein_coding,Both,,,,,
465,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LGMN,LGMN,protein_coding,Both,,,,,
466,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LGR4,LGR4,protein_coding,Both,,,,,
467,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LHPP,LHPP,protein_coding,Both,,,,,
468,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LRRC4C,LRRC4C,protein_coding,Both,,,,,
469,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LRWD1,LRWD1,protein_coding,Both,,,,,
471,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LSM12,LSM12,protein_coding,Both,,,,,
472,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LSM7,LSM7,protein_coding,Both,,,,,
474,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,LTB,LTB,protein_coding,Both,,,,,
475,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LY86,LY86,protein_coding,Both,,,,,
476,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LY9,LY9,protein_coding,Both,,,,,
477,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LYL1,LYL1,protein_coding,Both,,,,,
478,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,LYN,LYN,protein_coding,Both,,,,,
479,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LYPLA1,LYPLA1,protein_coding,Both,,,,,
480,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LYPLAL1,LYPLAL1,protein_coding,Both,,,,,
482,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,LYRM4,LYRM4,protein_coding,Both,,,,,
483,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MACROD2,MACROD2,protein_coding,Both,,,,,
484,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MAN1A1,MAN1A1,protein_coding,Both,,,,,
485,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MLK7-AS1,MAP3K20-AS1,lncRNA,Both,,,,,
486,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,MARCKSL1,MARCKSL1,protein_coding,Both,,,,,
487,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MBD4,MBD4,protein_coding,Both,,,,,
488,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MCEE,MCEE,protein_coding,Both,,,,,
489,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,MDS2,MDS2,lncRNA,Both,,,,,
490,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MED22,MED22,protein_coding,Both,,,,,
491,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MED31,MED31,protein_coding,Both,,,,,
492,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MEF2A,MEF2A,protein_coding,Both,,,,,
494,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,MEF2C,MEF2C,protein_coding,Both,,,,,
495,Blood,Peripheral blood,Normal cell,Immune cell,B cell,B cell,CD45,PTPRC,protein_coding,Both,,,,,
496,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,METTL17,METTL17,protein_coding,Both,,,,,
498,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,METTL25,METTL25,protein_coding,Both,,,,,
500,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,METTL8,METTL8,protein_coding,Both,,,,,
502,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,MFN1,MFN1,protein_coding,Both,,,,,
504,Blood,Peripheral blood,Normal cell,Immune cell,B cell,B cell,SPIB,SPIB,protein_coding,Both,,,,,
507,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,MGAT5,MGAT5,protein_coding,Both,,,,,
509,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MICAL3,MICAL3,protein_coding,Both,,,,,
511,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,C1orf132,MIR29B2CHG,lncRNA,Both,,,,,
512,Blood,Blood,Normal cell,Immune cell,B cell,B cell,HLA-DRA,HLA-DRA,protein_coding,Both,,,,,
515,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MIXL1,MIXL1,protein_coding,Both,,,,,
517,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MMP7,MMP7,protein_coding,Both,,,,,
519,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MOB3B,MOB3B,protein_coding,Both,,,,,
520,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MORN2,MORN2,protein_coding,Both,,,,,
521,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MOXD1,MOXD1,protein_coding,Both,,,,,
522,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MPZL1,MPZL1,protein_coding,Both,,,,,
529,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MSL3,MSL3,protein_coding,Both,,,,,
530,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MT1E,MT1E,protein_coding,Both,,,,,
532,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MTCH2,MTCH2,protein_coding,Both,,,,,
533,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MTHFD2L,MTHFD2L,protein_coding,Both,,,,,
534,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,MTRNR2L8,MTRNR2L8,protein_coding,Both,,,,,
535,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,MTSS1,MTSS1,protein_coding,Both,,,,,
536,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MYBL2,MYBL2,protein_coding,Both,,,,,
538,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MYC,MYC,protein_coding,Both,,,,,
539,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MYCBP2,MYCBP2,protein_coding,Both,,,,,
540,Blood,Blood,Normal cell,Immune cell,B cell,B cell,IGHA1,IGHA1,IG_C_gene,Both,,,,,
544,Blood,Blood,Normal cell,Immune cell,B cell,B cell,IGHA2,IGHA2,IG_C_gene,Both,,,,,
547,Blood,Blood,Normal cell,Immune cell,B cell,B cell,IGHD,IGHD,IG_C_gene,Both,,,,,
553,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,MYO1D,MYO1D,protein_coding,Both,,,,,
555,Blood,Peripheral blood,Cancer cell,Immune cell,B cell,B cell,CD43,SPN,protein_coding,Both,,,,,
559,Blood,Peripheral blood,Normal cell,Immune cell,B cell,B cell,SWAP70,SWAP70,protein_coding,Both,,,,,
564,Blood,Blood,Cancer cell,Immune cell,B cell,B cell,IGHG3,IGHG3,IG_C_gene,Both,,,,,
567,Blood,Blood,Normal cell,Immune cell,B cell,B cell,IGHG4,IGHG4,IG_C_gene,Both,,,,,
570,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NAA50,NAA50,protein_coding,Both,,,,,
571,Blood,Blood,Normal cell,Immune cell,B cell,B cell,IGHM,IGHM,IG_C_gene,Both,,,,,
578,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NAP1L1,NAP1L1,protein_coding,Both,,,,,
579,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NAPSA,NAPSA,protein_coding,Both,,,,,
580,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NBEAL1,NBEAL1,protein_coding,Both,,,,,
581,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NCF1,NCF1,protein_coding,Both,,,,,
582,Blood,Blood,Cancer cell,Immune cell,B cell,B cell,IGKC,IGKC,IG_C_gene,Both,,,,,
589,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NCF4,NCF4,protein_coding,Both,,,,,
591,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NCOA3,NCOA3,protein_coding,Both,,,,,
592,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NDUFAF6,NDUFAF6,protein_coding,Both,,,,,
593,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NEK6,NEK6,protein_coding,Both,,,,,
594,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NEK8,NEK8,protein_coding,Both,,,,,
595,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NEK9,NEK9,protein_coding,Both,,,,,
596,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NFKB2,NFKB2,protein_coding,Both,,,,,
599,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NFKBID,NFKBID,protein_coding,Both,,,,,
602,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NFKBIE,NFKBIE,protein_coding,Both,,,,,
603,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NGLY1,NGLY1,protein_coding,Both,,,,,
604,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,FAM129C,NIBAN3,protein_coding,Both,,,,,
606,Breast,Breast,Cancer cell,Immune cell,Exhausted CD8+ T cell,CD8 T cell,MX1,MX1,protein_coding,Female,,,,,
608,Breast,Breast,Cancer cell,Immune cell,Exhausted CD8+ T cell,CD8 T cell,OAS1,OAS1,protein_coding,Female,,,,,
611,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NIFK,NIFK,protein_coding,Both,,,,,
612,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NIPAL4,NIPAL4,protein_coding,Both,,,,,
613,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NKX6-2,NKX6-2,protein_coding,Both,,,,,
614,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NME4,NME4,protein_coding,Both,,,,,
615,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NME7,NME7,protein_coding,Both,,,,,
616,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NOC3L,NOC3L,protein_coding,Both,,,,,
618,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,GLTSCR2,NOP53,protein_coding,Both,,,,,
619,Blood,Peripheral blood,Normal cell,Immune cell,B cell,B cell,TNFRSF13C,TNFRSF13C,protein_coding,Both,,,,,
620,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NPIPB15,NPIPB15,protein_coding,Both,,,,,
621,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,NPM1,NPM1,protein_coding,Both,,,,,
622,Blood,Peripheral blood,Normal cell,Immune cell,B cell,B cell,TNFRSF17,TNFRSF17,protein_coding,Both,,,,,
623,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NR3C2,NR3C2,protein_coding,Both,,,,,
624,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NSA2,NSA2,protein_coding,Both,,,,,
625,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NT5DC2,NT5DC2,protein_coding,Both,,,,,
626,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NT5E,NT5E,protein_coding,Both,,,,,
627,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,NUAK2,NUAK2,protein_coding,Both,,,,,
629,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NUDT6,NUDT6,protein_coding,Both,,,,,
631,Blood,Peripheral blood,Normal cell,Immune cell,B cell,B cell,XBP1,XBP1,protein_coding,Both,,,,,
632,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NUS1,NUS1,protein_coding,Both,,,,,
633,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,NXPH4,NXPH4,protein_coding,Both,,,,,
634,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,OAS1,OAS1,protein_coding,Both,,,,,
635,Blood,Peripheral blood,Normal cell,Immune cell,B cell,B cell,YBX3,YBX3,protein_coding,Both,,,,,
636,Blood,Peripheral blood,Normal cell,Immune cell,B cell,B cell,ZAP70,ZAP70,protein_coding,Both,,,,,
644,Blood,Blood,Normal cell,Immune cell,B cell,B cell,JUNB,JUNB,protein_coding,Both,,,,,
645,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,OAZ1,OAZ1,protein_coding,Both,,,,,
646,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,ODC1,ODC1,protein_coding,Both,,,,,
647,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,ORAI2,ORAI2,protein_coding,Both,,,,,
648,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,ORC4,ORC4,protein_coding,Both,,,,,
649,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,OSBPL10,OSBPL10,protein_coding,Both,,,,,
650,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,OSBPL10-AS1,OSBPL10-AS1,lncRNA,Both,,,,,
652,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,OXCT1,OXCT1,protein_coding,Both,,,,,
653,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,P2RX5,P2RX5,protein_coding,Both,,,,,
654,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,P2RX5-TAX1BP3,P2RX5-TAX1BP3,protein_coding,Both,,,,,
655,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,PARP1,PARP1,protein_coding,Both,,,,,
656,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PARP14,PARP14,protein_coding,Both,,,,,
657,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,PARP15,PARP15,protein_coding,Both,,,,,
658,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,PAWR,PAWR,protein_coding,Both,,,,,
659,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PCDH9,PCDH9,protein_coding,Both,,,,,
660,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PCMTD1,PCMTD1,protein_coding,Both,,,,,
661,Breast,Breast,Cancer cell,Immune cell,CD8+ T cell,CD8 T cell,STAT1,STAT1,protein_coding,Female,,,,,
663,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,PDLIM1,PDLIM1,protein_coding,Both,,,,,
664,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,PEG10,PEG10,protein_coding,Both,,,,,
665,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PFN2,PFN2,protein_coding,Both,,,,,
666,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PGM3,PGM3,protein_coding,Both,,,,,
667,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,PHACTR1,PHACTR1,protein_coding,Both,,,,,
668,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PHGDH,PHGDH,protein_coding,Both,,,,,
669,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PIGR,PIGR,protein_coding,Both,,,,,
670,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PIM3,PIM3,protein_coding,Both,,,,,
671,Blood,Peripheral blood,Cancer cell,Immune cell,B cell,B cell,ZCCHC7,ZCCHC7,protein_coding,Both,,,,,
672,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PIP5K1B,PIP5K1B,protein_coding,Both,,,,,
673,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,PKHD1L1,PKHD1L1,protein_coding,Both,,,,,
674,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,PKIG,PKIG,protein_coding,Both,,,,,
675,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,PLAC8,PLAC8,protein_coding,Both,,,,,
676,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PLEKHF2,PLEKHF2,protein_coding,Both,,,,,
678,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PLEKHG1,PLEKHG1,protein_coding,Both,,,,,
679,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PLEKHG7,PLEKHG7,protein_coding,Both,,,,,
681,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PLIN5,PLIN5,protein_coding,Both,,,,,
682,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PLP2,PLP2,protein_coding,Both,,,,,
683,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PNISR,PNISR,protein_coding,Both,,,,,
684,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,PNOC,PNOC,protein_coding,Both,,,,,
685,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,POU2AF1,POU2AF1,protein_coding,Both,,,,,
686,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,POU2F2,POU2F2,protein_coding,Both,,,,,
687,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PPM1K,PPM1K,protein_coding,Both,,,,,
688,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PRCC,PRCC,protein_coding,Both,,,,,
689,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,PRCD,PRCD,protein_coding,Both,,,,,
690,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PRDM2,PRDM2,protein_coding,Both,,,,,
691,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,PRDM4,PRDM4,protein_coding,Both,,,,,
692,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PRELID3B,PRELID3B,protein_coding,Both,,,,,
693,Kidney,Kidney,Cancer cell,Immune cell,B cell,B cell,PRKCB,PRKCB,protein_coding,Both,,,,,
694,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PRMT1,PRMT1,protein_coding,Both,,,,,
695,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PRODH2,PRODH2,protein_coding,Both,,,,,
696,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,FAM213A,PRXL2A,protein_coding,Both,,,,,
698,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PSENEN,PSENEN,protein_coding,Both,,,,,
699,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PTGES2,PTGES2,protein_coding,Both,,,,,
700,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PTOV1,PTOV1,protein_coding,Both,,,,,
701,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PTPN6,PTPN6,protein_coding,Both,,,,,
702,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PTPRK,PTPRK,protein_coding,Both,,,,,
703,Kidney,Kidney,Normal cell,Immune cell,B cell,B cell,PXK,PXK,protein_coding,Both,,,,,
