,source,target
16996,Natural killer cell,TFDP2
16997,Natural killer cell,TFG
16998,Natural killer cell,TFIP11
16999,Natural killer cell,TGFB1
17000,Natural killer cell,TGFBR3
17001,Natural killer cell,TGIF2
17002,Natural killer cell,TGOLN2
17003,Natural killer cell,TGS1
17004,Natural killer cell,THAP1
17005,Natural killer cell,THAP12
17006,Natural killer cell,THAP5
17007,Natural killer cell,THEM4
17008,Natural killer cell,THEM6
17009,Natural killer cell,THEMIS
17010,Natural killer cell,THEMIS2
17011,Natural killer cell,THOC2
17012,Natural killer cell,THOC3
17013,Natural killer cell,THOC5
17014,Natural killer cell,THOC7
17015,Natural killer cell,THRAP3
17016,Natural killer cell,THUMPD1
17017,Natural killer cell,THUMPD3
17018,Natural killer cell,THUMPD3-AS1
17019,Natural killer cell,THYN1
17020,Natural killer cell,TIAL1
17021,Natural killer cell,TICAM1
17022,Natural killer cell,TIE1
17023,Natural killer cell,TIFA
17024,Natural killer cell,TIGIT
17025,Natural killer cell,TIMM10
17026,Natural killer cell,TIMM13
17027,Natural killer cell,TIMM17A
17028,Natural killer cell,TIMM17B
17029,Natural killer cell,TIMM50
17030,Natural killer cell,TIMM8B
17031,Natural killer cell,TINF2
17032,Natural killer cell,TIPARP
17033,Natural killer cell,TIPARP-AS1
17034,Natural killer cell,TIPIN
17035,Natural killer cell,TIPRL
17036,Natural killer cell,TJAP1
17037,Natural killer cell,TKT
17038,Natural killer cell,TKTL1
17039,Natural killer cell,TLCD1
17040,Natural killer cell,TLE1
17041,Natural killer cell,TLE4
17042,Natural killer cell,TLE5
17043,Natural killer cell,TLK2
17044,Natural killer cell,TLN1
17045,Natural killer cell,TLNRD1
17046,Natural killer cell,TM2D1
17047,Natural killer cell,TM2D3
17048,Natural killer cell,TM7SF3
17049,Natural killer cell,TM9SF2
17050,Natural killer cell,TMA16
17051,Natural killer cell,TMA7
17052,Natural killer cell,TMBIM1
17053,Natural killer cell,TMBIM4
17054,Natural killer cell,TMBIM6
17055,Natural killer cell,TMC6
17056,Natural killer cell,TMC8
17057,Natural killer cell,TMCO1
17058,Natural killer cell,TMED1
17059,Natural killer cell,TMED10
17060,Natural killer cell,TMED2
17061,Natural killer cell,TMED3
17062,Natural killer cell,TMED4
17063,Natural killer cell,TMED9
17064,Natural killer cell,TMEM101
17065,Natural killer cell,TMEM106B
17066,Natural killer cell,TMEM107
17067,Natural killer cell,TMEM109
17068,Natural killer cell,TMEM119
17069,Natural killer cell,TMEM120B
17070,Natural killer cell,TMEM126A
17071,Natural killer cell,TMEM128
17072,Natural killer cell,TMEM131
17073,Natural killer cell,TMEM131L
17074,Natural killer cell,TMEM134
17075,Natural killer cell,TMEM141
17076,Natural killer cell,TMEM14B
17077,Natural killer cell,TMEM156
17078,Natural killer cell,TMEM160
17079,Natural killer cell,TMEM161A
17080,Natural killer cell,TMEM165
17081,Natural killer cell,TMEM167A
17082,Natural killer cell,TMEM167B
17083,Natural killer cell,TMEM170A
17084,Natural killer cell,TMEM171
17085,Natural killer cell,TMEM175
17086,Natural killer cell,TMEM179B
17087,Natural killer cell,TMEM18
17088,Natural killer cell,TMEM181
17089,Natural killer cell,TMEM184B
17090,Natural killer cell,TMEM185B
17091,Natural killer cell,TMEM204
17092,Natural killer cell,TMEM208
17093,Natural killer cell,TMEM218
17094,Natural killer cell,TMEM222
17095,Natural killer cell,TMEM230
17096,Natural killer cell,TMEM241
17097,Natural killer cell,TMEM243
17098,Natural killer cell,TMEM248
17099,Natural killer cell,TMEM250
17100,Natural killer cell,TMEM256
17101,Natural killer cell,TMEM258
17102,Natural killer cell,TMEM263
17103,Natural killer cell,TMEM30A
17104,Natural killer cell,TMEM41A
17105,Natural killer cell,TMEM43
17106,Natural killer cell,TMEM50A
17107,Natural killer cell,TMEM59
17108,Natural killer cell,TMEM63A
17109,Natural killer cell,TMEM64
17110,Natural killer cell,TMEM71
17111,Natural killer cell,TMEM87A
17112,Natural killer cell,TMEM9B
17113,Natural killer cell,TMF1
17114,Natural killer cell,TMIGD2
17115,Natural killer cell,TMOD3
17116,Natural killer cell,TMPO
17117,Natural killer cell,TMPRSS3
17118,Natural killer cell,TMSB10
17119,Natural killer cell,TMUB1
17120,Natural killer cell,TMX1
17121,Natural killer cell,TMX2
17122,Natural killer cell,TMX4
17123,Natural killer cell,TNFAIP3
17124,Natural killer cell,TNFAIP8
17125,Natural killer cell,TNFRSF10A
17126,Natural killer cell,TNFRSF14
17127,Natural killer cell,TNFRSF18
17128,Natural killer cell,TNFRSF1B
17129,Natural killer cell,TNFRSF25
17130,Natural killer cell,TNFRSF4
17131,Natural killer cell,TNFRSF9
17132,Natural killer cell,TNFSF10
17133,Natural killer cell,TNFSF11
17134,Natural killer cell,TNFSF12
17135,Natural killer cell,TNFSF14
17136,Natural killer cell,TNIK
17137,Natural killer cell,TNIP1
17138,Natural killer cell,TNIP2
17139,Natural killer cell,TNKS
17140,Natural killer cell,TNKS2
17141,Natural killer cell,TNRC6A
17142,Natural killer cell,TNRC6B
17143,Natural killer cell,TNRC6C
17144,Natural killer cell,TOB2
17145,Natural killer cell,TOE1
17146,Natural killer cell,TOGARAM2
17147,Natural killer cell,TOMM20
17148,Natural killer cell,TOMM22
17149,Natural killer cell,TOMM5
17150,Natural killer cell,TOMM7
17151,Natural killer cell,TONSL
17152,Natural killer cell,TOP1
17153,Natural killer cell,TOP2B
17154,Natural killer cell,TOPBP1
17155,Natural killer cell,TOPORS
17156,Natural killer cell,TOR1A
17157,Natural killer cell,TOR1AIP1
17158,Natural killer cell,TOR1AIP2
17159,Natural killer cell,TOR1B
17160,Natural killer cell,TOR2A
17161,Natural killer cell,TOX
17162,Natural killer cell,TOX2
17163,Natural killer cell,TOX4
17164,Natural killer cell,TP53
17165,Natural killer cell,TP53BP1
17166,Natural killer cell,TP53I13
17167,Natural killer cell,TPD52
17168,Natural killer cell,TPGS1
17169,Natural killer cell,TPGS2
17170,Natural killer cell,TPI1
17171,Natural killer cell,TPM3
17172,Natural killer cell,TPM4
17173,Natural killer cell,TPMT
17174,Natural killer cell,TPP2
17175,Natural killer cell,TPR
17176,Natural killer cell,TPST1
17177,Natural killer cell,TPST2
17178,Natural killer cell,TPT1
17179,Natural killer cell,TPTEP1
17180,Natural killer cell,TRA2A
17181,Natural killer cell,TRA2B
17182,Natural killer cell,TRABD
17183,Natural killer cell,TRAC
17184,Natural killer cell,TRAC
17185,Natural killer cell,TRADD
17186,Natural killer cell,TRAF1
17187,Natural killer cell,TRAF3
17188,Natural killer cell,TRAF3IP3
17189,Natural killer cell,TRAF4
17190,Natural killer cell,TRAF5
17191,Natural killer cell,TRAM1
17192,Natural killer cell,TRANK1
17193,Natural killer cell,TRAP1
17194,Natural killer cell,TRAPPC1
17195,Natural killer cell,TRAPPC10
17196,Natural killer cell,TRAPPC2
17197,Natural killer cell,TRAPPC2
17198,Natural killer cell,TRAPPC2L
17199,Natural killer cell,TRAPPC3
17200,Natural killer cell,TRAPPC4
17201,Natural killer cell,TRAPPC6A
17202,Natural killer cell,TRAPPC6B
17203,Natural killer cell,TRAT1
17204,Natural killer cell,TRBC1
17205,Natural killer cell,TRBC2
17206,Natural killer cell,TRDC
17207,Natural killer cell,TRG-AS1
17208,Natural killer cell,TRGC1
17209,Natural killer cell,TRGC2
17210,Natural killer cell,TRGC2
17211,Natural killer cell,TRGV10
17212,Natural killer cell,TRGV9
17213,Natural killer cell,TRIB2
17214,Natural killer cell,TRIM11
17215,Natural killer cell,TRIM14
17216,Natural killer cell,TRIM24
17217,Natural killer cell,TRIM26
17218,Natural killer cell,TRIM27
17219,Natural killer cell,TRIM33
17220,Natural killer cell,TRIM39
17221,Natural killer cell,TRIM44
17222,Natural killer cell,TRIM56
17223,Natural killer cell,TRIM61
17224,Natural killer cell,TRIM65
17225,Natural killer cell,TRIP12
17226,Natural killer cell,TRIR
17227,Natural killer cell,TRMO
17228,Natural killer cell,TRMT10B
17229,Natural killer cell,TRMT10C
17230,Natural killer cell,TRMT112
17231,Natural killer cell,TRMT2A
17232,Natural killer cell,TRNAU1AP
17233,Natural killer cell,TRPC4AP
17234,Natural killer cell,TRPM7
17235,Natural killer cell,TRPT1
17236,Natural killer cell,TRPV2
17237,Natural killer cell,TSC1
17238,Natural killer cell,TSC2
17239,Natural killer cell,TSC22D2
17240,Natural killer cell,TSC22D3
17241,Natural killer cell,TSC22D4
17242,Natural killer cell,TSEN15
17243,Natural killer cell,TSEN54
17244,Natural killer cell,TSFM
17245,Natural killer cell,TSG101
17246,Natural killer cell,TSNAX
17247,Natural killer cell,TSPAN17
17248,Natural killer cell,TSPAN32
17249,Natural killer cell,TSPAN5
17250,Natural killer cell,TSPOAP1-AS1
17251,Natural killer cell,TSPYL1
17252,Natural killer cell,TSPYL2
17253,Natural killer cell,TSR1
17254,Natural killer cell,TSR2
17255,Natural killer cell,TSR3
17256,Natural killer cell,TSSC4
17257,Natural killer cell,TSTD1
17258,Natural killer cell,TTBK2
17259,Natural killer cell,TTC1
17260,Natural killer cell,TTC14
17261,Natural killer cell,TTC16
17262,Natural killer cell,TTC17
17263,Natural killer cell,TTC19
17264,Natural killer cell,TTC3
17265,Natural killer cell,TTC33
17266,Natural killer cell,TTC38
17267,Natural killer cell,TTC39B
17268,Natural killer cell,TTC39C
17269,Natural killer cell,TTC39C-AS1
17270,Natural killer cell,TTC7A
17271,Natural killer cell,TTC9C
17272,Natural killer cell,TTF1
17273,Natural killer cell,TTN
17274,Natural killer cell,TUBA1B
17275,Natural killer cell,TUBA4A
17276,Natural killer cell,TUBB
17277,Natural killer cell,TUBB4B
17278,Natural killer cell,TUBGCP2
17279,Natural killer cell,TUFM
17280,Natural killer cell,TUT4
17281,Natural killer cell,TWF2
17282,Natural killer cell,TXK
17283,Natural killer cell,TXN2
17284,Natural killer cell,TXNDC11
17285,Natural killer cell,TXNDC15
17286,Natural killer cell,TXNDC17
17287,Natural killer cell,TXNDC9
17288,Natural killer cell,TXNIP
17289,Natural killer cell,TXNL1
17290,Natural killer cell,TXNRD1
17291,Natural killer cell,TYK2
17292,Natural killer cell,TYMS
17293,Natural killer cell,TYROBP
17294,Natural killer cell,TYSND1
17295,Natural killer cell,TYW1
17296,Natural killer cell,TYW3
17297,Natural killer cell,U2AF1
17298,Natural killer cell,U2AF1L4
17299,Natural killer cell,U2AF2
17300,Natural killer cell,U2SURP
17301,Natural killer cell,UAP1
17302,Natural killer cell,UBA2
17303,Natural killer cell,UBA3
17304,Natural killer cell,UBA5
17305,Natural killer cell,UBA52
17306,Natural killer cell,UBA6
17307,Natural killer cell,UBAC2
17308,Natural killer cell,UBALD2
17309,Natural killer cell,UBAP1
17310,Natural killer cell,UBAP2L
17311,Natural killer cell,UBASH3B
17312,Natural killer cell,UBB
17313,Natural killer cell,UBC
17314,Natural killer cell,UBE2B
17315,Natural killer cell,UBE2D2
17316,Natural killer cell,UBE2D3
17317,Natural killer cell,UBE2E3
17318,Natural killer cell,UBE2F
17319,Natural killer cell,UBE2G1
17320,Natural killer cell,UBE2I
17321,Natural killer cell,UBE2J1
17322,Natural killer cell,UBE2J2
17323,Natural killer cell,UBE2L3
17324,Natural killer cell,UBE2L6
17325,Natural killer cell,UBE2M
17326,Natural killer cell,UBE2N
17327,Natural killer cell,UBE2Q2
17328,Natural killer cell,UBE2S
17329,Natural killer cell,UBE2V1
17330,Natural killer cell,UBE2V2
17331,Natural killer cell,UBE3A
17332,Natural killer cell,UBE3C
17333,Natural killer cell,UBE4B
17334,Natural killer cell,UBL5
17335,Natural killer cell,UBL7
17336,Natural killer cell,UBLCP1
17337,Natural killer cell,UBN1
17338,Natural killer cell,UBQLN1
17339,Natural killer cell,UBQLN2
17340,Natural killer cell,UBR1
17341,Natural killer cell,UBR4
17342,Natural killer cell,UBR5
17343,Natural killer cell,UBTF
17344,Natural killer cell,UBXN1
17345,Natural killer cell,UBXN2A
17346,Natural killer cell,UBXN4
17347,Natural killer cell,UBXN6
17348,Natural killer cell,UCHL3
17349,Natural killer cell,UCHL5
17350,Natural killer cell,UCKL1
17351,Natural killer cell,UCP2
17352,Natural killer cell,UFC1
17353,Natural killer cell,UFD1
17354,Natural killer cell,UFL1
17355,Natural killer cell,UFM1
17356,Natural killer cell,UGGT1
17357,Natural killer cell,UGP2
17358,Natural killer cell,UHMK1
17359,Natural killer cell,UHRF2
17360,Natural killer cell,UIMC1
17361,Natural killer cell,UMAD1
17362,Natural killer cell,UMPS
17363,Natural killer cell,UNC13C
17364,Natural killer cell,UNC13D
17365,Natural killer cell,UNC45A
17366,Natural killer cell,UNG
17367,Natural killer cell,UNK
17368,Natural killer cell,UPF2
17369,Natural killer cell,UPF3A
17370,Natural killer cell,UPF3B
17371,Natural killer cell,UPP1
17372,Natural killer cell,UQCC2
17373,Natural killer cell,UQCR10
17374,Natural killer cell,UQCR11
17375,Natural killer cell,UQCRB
17376,Natural killer cell,UQCRC1
17377,Natural killer cell,UQCRC2
17378,Natural killer cell,UQCRFS1
17379,Natural killer cell,UQCRH
17380,Natural killer cell,UQCRHL
17381,Natural killer cell,UQCRQ
17382,Natural killer cell,URB2
17383,Natural killer cell,URI1
17384,Natural killer cell,URM1
17385,Natural killer cell,UROS
17386,Natural killer cell,USB1
17387,Natural killer cell,USE1
17388,Natural killer cell,USF3
17389,Natural killer cell,USO1
17390,Natural killer cell,USP1
17391,Natural killer cell,USP11
17392,Natural killer cell,USP13
17393,Natural killer cell,USP14
17394,Natural killer cell,USP15
17395,Natural killer cell,USP16
17396,Natural killer cell,USP22
17397,Natural killer cell,USP28
17398,Natural killer cell,USP3
17399,Natural killer cell,USP30-AS1
17400,Natural killer cell,USP33
17401,Natural killer cell,USP34
17402,Natural killer cell,USP36
17403,Natural killer cell,USP38
17404,Natural killer cell,USP4
17405,Natural killer cell,USP47
17406,Natural killer cell,USP48
17407,Natural killer cell,USP7
17408,Natural killer cell,USP8
17409,Natural killer cell,USP9Y
17410,Natural killer cell,UTP14A
17411,Natural killer cell,UTP15
17412,Natural killer cell,UTP25
17413,Natural killer cell,UTP6
17414,Natural killer cell,UTRN
17415,Natural killer cell,UXT
17416,Natural killer cell,VAMP2
17417,Natural killer cell,VAMP5
17418,Natural killer cell,VAMP7
17419,Natural killer cell,VAMP8
17420,Natural killer cell,VAPA
17421,Natural killer cell,VASP
17422,Natural killer cell,VAV1
17423,Natural killer cell,VBP1
17424,Natural killer cell,VCAM1
17425,Natural killer cell,VCP
17426,Natural killer cell,VCPKMT
17427,Natural killer cell,VDAC1
17428,Natural killer cell,VDAC2
17429,Natural killer cell,VDAC3
17430,Natural killer cell,VGLL4
17431,Natural killer cell,VHL
17432,Natural killer cell,VIM
17433,Natural killer cell,VIRMA
17434,Natural killer cell,VOPP1
17435,Natural killer cell,VPS11
17436,Natural killer cell,VPS13A
17437,Natural killer cell,VPS13B
17438,Natural killer cell,VPS13C
17439,Natural killer cell,VPS16
17440,Natural killer cell,VPS26A
17441,Natural killer cell,VPS26B
17442,Natural killer cell,VPS26C
17443,Natural killer cell,VPS28
17444,Natural killer cell,VPS36
17445,Natural killer cell,VPS37B
17446,Natural killer cell,VPS4A
17447,Natural killer cell,VPS4B
17448,Natural killer cell,VPS51
17449,Natural killer cell,VPS53
17450,Natural killer cell,VRK1
17451,Natural killer cell,VRK3
17452,Natural killer cell,VSIR
17453,Natural killer cell,VTI1A
17454,Natural killer cell,VWA7
17455,Natural killer cell,WAC
17456,Natural killer cell,WAC-AS1
17457,Natural killer cell,WAPL
17458,Natural killer cell,WARS2
17459,Natural killer cell,WAS
17460,Natural killer cell,WASF2
17461,Natural killer cell,WBP11
17462,Natural killer cell,WBP2
17463,Natural killer cell,WDFY1
17464,Natural killer cell,WDR1
17465,Natural killer cell,WDR13
17466,Natural killer cell,WDR3
17467,Natural killer cell,WDR33
17468,Natural killer cell,WDR35
17469,Natural killer cell,WDR41
17470,Natural killer cell,WDR43
17471,Natural killer cell,WDR45
17472,Natural killer cell,WDR46
17473,Natural killer cell,WDR54
17474,Natural killer cell,WDR55
17475,Natural killer cell,WDR61
17476,Natural killer cell,WDR62
17477,Natural killer cell,WDR70
17478,Natural killer cell,WDR74
17479,Natural killer cell,WDR83
17480,Natural killer cell,WDR83OS
17481,Natural killer cell,WDR89
17482,Natural killer cell,WDSUB1
17483,Natural killer cell,WHAMM
17484,Natural killer cell,WIPF1
17485,Natural killer cell,WIPF2
17486,Natural killer cell,WIPF3
17487,Natural killer cell,WIPI2
17488,Natural killer cell,WNK1
17489,Natural killer cell,WNT11
17490,Natural killer cell,WRAP73
17491,Natural killer cell,WSB1
17492,Natural killer cell,WTAP
17493,Natural killer cell,XAB2
17494,Natural killer cell,XAF1
17495,Natural killer cell,XBP1
17496,Natural killer cell,XCL1
17497,Natural killer cell,XCL2
17498,Natural killer cell,XIAP
17499,Natural killer cell,XPA
17500,Natural killer cell,XPC
17501,Natural killer cell,XRCC5
17502,Natural killer cell,XRCC6
17503,Natural killer cell,XRN1
17504,Natural killer cell,XRN2
17505,Natural killer cell,YAF2
17506,Natural killer cell,YARS1
17507,Natural killer cell,YARS2
17508,Natural killer cell,YBX1
17509,Natural killer cell,YDJC
17510,Natural killer cell,YEATS4
17511,Natural killer cell,YES1
17512,Natural killer cell,YIPF3
17513,Natural killer cell,YIPF4
17514,Natural killer cell,YIPF5
17515,Natural killer cell,YJU2B
17516,Natural killer cell,YME1L1
17517,Natural killer cell,YPEL1
17518,Natural killer cell,YPEL3
17519,Natural killer cell,YPEL5
17520,Natural killer cell,YRDC
17521,Natural killer cell,YTHDC1
17522,Natural killer cell,YTHDC2
17523,Natural killer cell,YTHDF2
17524,Natural killer cell,YWHAB
17525,Natural killer cell,YWHAE
17526,Natural killer cell,YWHAQ
17527,Natural killer cell,YWHAZ
17528,Natural killer cell,YY1
17529,Natural killer cell,ZAP70
17530,Natural killer cell,ZBED5
17531,Natural killer cell,ZBP1
17532,Natural killer cell,ZBTB1
17533,Natural killer cell,ZBTB10
17534,Natural killer cell,ZBTB11
17535,Natural killer cell,ZBTB16
17536,Natural killer cell,ZBTB20
17537,Natural killer cell,ZBTB21
17538,Natural killer cell,ZBTB25
17539,Natural killer cell,ZBTB43
17540,Natural killer cell,ZBTB44
17541,Natural killer cell,ZBTB7A
17542,Natural killer cell,ZBTB8A
17543,Natural killer cell,ZBTB8OS
17544,Natural killer cell,ZC3H11A
17545,Natural killer cell,ZC3H12A
17546,Natural killer cell,ZC3H12A-DT
17547,Natural killer cell,ZC3H13
17548,Natural killer cell,ZC3H14
17549,Natural killer cell,ZC3H15
17550,Natural killer cell,ZC3H18
17551,Natural killer cell,ZC3H7A
17552,Natural killer cell,ZC3H8
17553,Natural killer cell,ZC3HAV1
17554,Natural killer cell,ZCCHC10
17555,Natural killer cell,ZCCHC17
17556,Natural killer cell,ZCCHC7
17557,Natural killer cell,ZCCHC9
17558,Natural killer cell,ZCRB1
17559,Natural killer cell,ZDBF2
17560,Natural killer cell,ZDHHC12
17561,Natural killer cell,ZDHHC18
17562,Natural killer cell,ZDHHC20
17563,Natural killer cell,ZDHHC24
17564,Natural killer cell,ZDHHC3
17565,Natural killer cell,ZDHHC4
17566,Natural killer cell,ZDHHC6
17567,Natural killer cell,ZFAND1
17568,Natural killer cell,ZFAND2B
17569,Natural killer cell,ZFAND5
17570,Natural killer cell,ZFAND6
17571,Natural killer cell,ZFAS1
17572,Natural killer cell,ZFP36
17573,Natural killer cell,ZFP36L1
17574,Natural killer cell,ZFP36L2
17575,Natural killer cell,ZFP91
17576,Natural killer cell,ZFPL1
17577,Natural killer cell,ZFR
17578,Natural killer cell,ZFX
17579,Natural killer cell,ZFY
17580,Natural killer cell,ZFYVE27
17581,Natural killer cell,ZFYVE28
17582,Natural killer cell,ZHX2
17583,Natural killer cell,ZKSCAN1
17584,Natural killer cell,ZKSCAN8
17585,Natural killer cell,ZMAT2
17586,Natural killer cell,ZMAT3
17587,Natural killer cell,ZMAT5
17588,Natural killer cell,ZMYM1
17589,Natural killer cell,ZMYM2
17590,Natural killer cell,ZMYM5
17591,Natural killer cell,ZMYND11
17592,Natural killer cell,ZMYND8
17593,Natural killer cell,ZNF101
17594,Natural killer cell,ZNF121
17595,Natural killer cell,ZNF131
17596,Natural killer cell,ZNF140
17597,Natural killer cell,ZNF141
17598,Natural killer cell,ZNF142
17599,Natural killer cell,ZNF148
17600,Natural killer cell,ZNF16
17601,Natural killer cell,ZNF184
17602,Natural killer cell,ZNF195
17603,Natural killer cell,ZNF207
17604,Natural killer cell,ZNF217
17605,Natural killer cell,ZNF222
17606,Natural killer cell,ZNF224
17607,Natural killer cell,ZNF24
17608,Natural killer cell,ZNF256
17609,Natural killer cell,ZNF260
17610,Natural killer cell,ZNF263
17611,Natural killer cell,ZNF266
17612,Natural killer cell,ZNF274
17613,Natural killer cell,ZNF275
17614,Natural killer cell,ZNF276
17615,Natural killer cell,ZNF277
17616,Natural killer cell,ZNF292
17617,Natural killer cell,ZNF302
17618,Natural killer cell,ZNF317
17619,Natural killer cell,ZNF326
17620,Natural killer cell,ZNF331
17621,Natural killer cell,ZNF350
17622,Natural killer cell,ZNF382
17623,Natural killer cell,ZNF383
17624,Natural killer cell,ZNF394
17625,Natural killer cell,ZNF410
17626,Natural killer cell,ZNF428
17627,Natural killer cell,ZNF430
17628,Natural killer cell,ZNF451
17629,Natural killer cell,ZNF468
17630,Natural killer cell,ZNF486
17631,Natural killer cell,ZNF493
17632,Natural killer cell,ZNF511
17633,Natural killer cell,ZNF525
17634,Natural killer cell,ZNF526
17635,Natural killer cell,ZNF556
17636,Natural killer cell,ZNF562
17637,Natural killer cell,ZNF569
17638,Natural killer cell,ZNF574
17639,Natural killer cell,ZNF576
17640,Natural killer cell,ZNF585B
17641,Natural killer cell,ZNF586
17642,Natural killer cell,ZNF587B
17643,Natural killer cell,ZNF600
17644,Natural killer cell,ZNF605
17645,Natural killer cell,ZNF622
17646,Natural killer cell,ZNF628
17647,Natural killer cell,ZNF638
17648,Natural killer cell,ZNF639
17649,Natural killer cell,ZNF641
17650,Natural killer cell,ZNF644
17651,Natural killer cell,ZNF655
17652,Natural killer cell,ZNF683
17653,Natural killer cell,ZNF683
17654,Natural killer cell,ZNF684
17655,Natural killer cell,ZNF701
17656,Natural killer cell,ZNF706
17657,Natural killer cell,ZNF708
17658,Natural killer cell,ZNF721
17659,Natural killer cell,ZNF75A
17660,Natural killer cell,ZNF784
17661,Natural killer cell,ZNF786
17662,Natural killer cell,ZNF791
17663,Natural killer cell,ZNF793
17664,Natural killer cell,ZNF800
17665,Natural killer cell,ZNF808
17666,Natural killer cell,ZNF827
17667,Natural killer cell,ZNF829
17668,Natural killer cell,ZNF83
17669,Natural killer cell,ZNF830
17670,Natural killer cell,ZNF831
17671,Natural killer cell,ZNF836
17672,Natural killer cell,ZNF90
17673,Natural killer cell,ZNF91
17674,Natural killer cell,ZNF92
17675,Natural killer cell,ZNFX1
17676,Natural killer cell,ZNHIT1
17677,Natural killer cell,ZNHIT3
17678,Natural killer cell,ZNRD2
17679,Natural killer cell,ZNRF1
17680,Natural killer cell,ZPR1
17681,Natural killer cell,ZRANB2
17682,Natural killer cell,ZSCAN16-AS1
17683,Natural killer cell,ZSCAN18
17684,Natural killer cell,ZSCAN26
17685,Natural killer cell,ZSWIM9
17686,Natural killer cell,ZYX
17687,Natural killer cell,ZZEF1
17688,Natural killer cell,CD2
17689,Natural killer cell,CD3D
17690,Natural killer cell,CD3D
17691,Natural killer cell,CD3D
17692,Natural killer cell,CD3D
17693,Natural killer cell,CD3E
17694,Natural killer cell,CD3E
17695,Natural killer cell,CD3E
17696,Natural killer cell,CD8A
17697,Natural killer cell,CD8A
17698,Natural killer cell,FCGR3A
17699,Natural killer cell,GNLY
17700,Natural killer cell,GNLY
17701,Natural killer cell,IL7R
17702,Natural killer cell,KLRB1
17703,Natural killer cell,KLRD1
17704,Natural killer cell,KLRD1
17705,Natural killer cell,NCAM1
17706,Natural killer cell,NCAM1
17707,Natural killer cell,NCAM1
17708,Natural killer cell,NCR1
17709,Natural killer cell,NCR3
17710,Natural killer cell,NKG7
17711,Natural killer cell,NKG7
17712,Natural killer cell,STMN1
17713,Natural killer cell,TRAC
17714,Natural killer cell,TYROBP
17715,Natural killer cell,ID2
17716,Natural killer cell,NCAM1
17717,Neural crest cell,HOXC9
17718,Neural crest cell,SOX10
17719,Neural crest cell,SOX9
17720,Neural progenitor cell,DCX
17721,Neural progenitor cell,NES
17722,Neural progenitor cell,PAX6
17723,Neural progenitor cell,SOX2
17724,Neural stem cell,FABP7
17725,Neural stem cell,FABP7
17726,Neural stem cell,HOPX
17727,Neural stem cell,IL6ST
17728,Neural stem cell,LIFR
17729,Neural stem cell,MAP2
17730,Neural stem cell,PAX6
17731,Neural stem cell,SOX1
17732,Neural stem cell,SOX2
17733,Neuron,MAP2
17734,Neuron,APBB1
17736,Neuron,CRABP1
17737,Neuron,DCX
17738,Neuron,ELAVL3
17739,Neuron,ELAVL4
17741,Neuron,GAP43
17742,Neuron,ISL1
17743,Neuron,LHX2
17744,Neuron,MAP2
17745,Neuron,MSX1
17746,Neuron,NCAM1
17747,Neuron,NEFM
17748,Neuron,NEUROD1
17749,Neuron,NKX6-1
17750,Neuron,NR2F1
17752,Neuron,SATB2
17753,Neuron,SLC17A6
17754,Neuron,STMN2
17755,Neuron,STMN2
17757,Neuron,SYT1
17758,Neuron,SYT4
17759,Neutrophil,CD101
17760,Neutrophil,CEACAM8
17761,Neutrophil,FCGR3A
17762,Neutrophil,FUT4
17763,Neutrophil,CD226
17764,Neutrophil,CD36
17765,Neutrophil,ITGA2B
17766,Neutrophil,ITGB3
17767,Neutrophil,CD101
17768,Neutrophil,CEACAM8
17769,Neutrophil,FCGR3A
17770,Neutrophil,FUT4
17771,Neutrophil,HMOX1
17772,Neutrophil,HMOX2
17773,Neutrophil,MME
17774,Neutrophil,SOD2
17775,Neutrophil,SRXN1
17776,Neutrophil,TXNRD1
17777,Neutrophil,ABHD5
17778,Neutrophil,ADGRG3
17779,Neutrophil,ADGRG3
17780,Neutrophil,ADM
17781,Neutrophil,ALPL
17782,Neutrophil,ANP32A
17783,Neutrophil,ANPEP
17784,Neutrophil,ANXA3
17785,Neutrophil,ANXA3
17786,Neutrophil,AQP9
17787,Neutrophil,AQP9
17788,Neutrophil,ARG1
17789,Neutrophil,ARG1
17790,Neutrophil,AZU1
17791,Neutrophil,BASP1
17792,Neutrophil,BCL2A1
17793,Neutrophil,BCL2A1
17794,Neutrophil,BTNL8
17795,Neutrophil,BTNL8
17796,Neutrophil,C3orf86
17797,Neutrophil,C3orf86
17798,Neutrophil,CAMP
17799,Neutrophil,CCR7
17800,Neutrophil,CD101
17801,Neutrophil,CD14
17802,Neutrophil,CD14
17803,Neutrophil,CD177
17804,Neutrophil,CD19
17805,Neutrophil,CD274
17806,Neutrophil,CD33
17807,Neutrophil,CD33
17808,Neutrophil,CD34
17809,Neutrophil,CD38
17810,Neutrophil,CD48
17811,Neutrophil,CD55
17813,Neutrophil,CD68
17814,Neutrophil,CD80
17815,Neutrophil,CD86
17816,Neutrophil,CD86
17817,Neutrophil,CDA
17818,Neutrophil,CDA
17819,Neutrophil,CEACAM8
17820,Neutrophil,CEACAM8
17821,Neutrophil,CEACAM8
17822,Neutrophil,CEACAM8
17823,Neutrophil,CEBPB
17824,Neutrophil,CLC
17825,Neutrophil,CLEC4D
17826,Neutrophil,CLEC4E
17827,Neutrophil,CLEC4E
17828,Neutrophil,CMTM2
17829,Neutrophil,CMTM2
17830,Neutrophil,CR1
17831,Neutrophil,CSF3R
17832,Neutrophil,CSF3R
17833,Neutrophil,CSF3R
17834,Neutrophil,CSF3R
